Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath,vyzn.catalogue.lifeCycle
"92.026 Entsorgung, Erdregister lang zu Lüftungsanlage Büro (0.67 m/m2 EBF) (KBOB.2016)","92.026 Entsorgung, Erdregister lang zu Lüftungsanlage Büro (0.67 m/m2 EBF) (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,5760,,5760,0.22,,0.22,5.54,,5.54,7.05,,7.05,m2,area,,92.026,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.024 Entsorgung, Erdregister zu Lüftungsanlage Wohnen (KBOB.2016)","92.024 Entsorgung, Erdregister zu Lüftungsanlage Wohnen (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,1330,,1330,0.05,,0.05,1.28,,1.28,1.63,,1.63,m2,area,,92.024,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.009 Entsorgung, Erdsonden, für Sole-Wasser-Wärmepumpe (KBOB.2016)","92.009 Entsorgung, Erdsonden, für Sole-Wasser-Wärmepumpe (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,4100,,4100,0.26,,0.26,1.48,,1.48,2.73,,2.73,m,probeLength,,92.009,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.027 Entsorgung, Lüftungsanlage, spez. Luftmenge 1 m3/hm2 EBF (KBOB.2016)","92.027 Entsorgung, Lüftungsanlage, spez. Luftmenge 1 m3/hm2 EBF (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,222,,222,0.01,,0.01,0.21,,0.21,0.35,,0.35,m2,area,,92.027,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.028 Entsorgung, Lüftungsanlage, spez. Luftmenge 2 m3/hm2 EBF (KBOB.2016)","92.028 Entsorgung, Lüftungsanlage, spez. Luftmenge 2 m3/hm2 EBF (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,311,,311,0.01,,0.01,0.29,,0.29,0.49,,0.49,m2,area,,92.028,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.029 Entsorgung, Lüftungsanlage, spez. Luftmenge 4 m3/hm2 EBF (KBOB.2016)","92.029 Entsorgung, Lüftungsanlage, spez. Luftmenge 4 m3/hm2 EBF (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,488,,488,0.01,,0.01,0.44,,0.44,0.76,,0.76,m2,area,,92.029,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.030 Entsorgung, Lüftungsanlage, spez. Luftmenge 6 m3/hm2 EBF (KBOB.2016)","92.030 Entsorgung, Lüftungsanlage, spez. Luftmenge 6 m3/hm2 EBF (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,666,,666,0.02,,0.02,0.60,,0.60,1.04,,1.04,m2,area,,92.030,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.031 Entsorgung, Lüftungsanlage, spez. Luftmenge 8 m3/hm2 EBF (KBOB.2016)","92.031 Entsorgung, Lüftungsanlage, spez. Luftmenge 8 m3/hm2 EBF (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,843,,843,0.02,,0.02,0.76,,0.76,1.32,,1.32,m2,area,,92.031,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.021 Entsorgung, Lüftungsanlage Wohnen, Blechkanäle, inkl. Küchenabluft (KBOB.2016)","92.021 Entsorgung, Lüftungsanlage Wohnen, Blechkanäle, inkl. Küchenabluft (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,182,,182,0.00,,0.00,0.08,,0.08,0.30,,0.30,m2,area,,92.021,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.022 Entsorgung, Lüftungsanlage Wohnen, PE-Kanäle, inkl. Küchenabluft (KBOB.2016)","92.022 Entsorgung, Lüftungsanlage Wohnen, PE-Kanäle, inkl. Küchenabluft (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,371,,371,0.00,,0.00,0.07,,0.07,0.72,,0.72,m2,area,,92.022,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.012 Entsorgung, Luft-Wasser Wärmepumpe 8 kW (KBOB.2016)","92.012 Entsorgung, Luft-Wasser Wärmepumpe 8 kW (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,546000,,546000,5.01,,5.01,60.20,,60.20,1050.00,,1050.00,Stk.,device,,92.012,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.013 Entsorgung, Luft-Wasser Wärmepumpe 8 kW (KBOB.2016)","92.013 Entsorgung, Luft-Wasser Wärmepumpe 8 kW (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,2240,,2240,0.02,,0.02,0.25,,0.25,4.33,,4.33,kg,mass,,92.013,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.010 Entsorgung, Sole-Wasser Wärmepumpe 8 kW (KBOB.2016)","92.010 Entsorgung, Sole-Wasser Wärmepumpe 8 kW (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,367000,,367000,3.82,,3.82,45.20,,45.20,706.00,,706.00,Stk.,device,,92.010,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.011 Entsorgung, Sole-Wasser Wärmepumpe 8 kW (KBOB.2016)","92.011 Entsorgung, Sole-Wasser Wärmepumpe 8 kW (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,1960,,1960,0.02,,0.02,0.24,,0.24,3.77,,3.77,kg,mass,,92.011,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.015 Entsorgung, Verteilung Bürogebäude (KBOB.2016)","92.015 Entsorgung, Verteilung Bürogebäude (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,1090,,1090,0.43,,0.43,2.79,,2.79,1.06,,1.06,m2,area,,92.015,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.014 Entsorgung, Verteilung Wohngebäude (KBOB.2016)","92.014 Entsorgung, Verteilung Wohngebäude (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,807,,807,0.37,,0.37,2.33,,2.33,0.67,,0.67,m2,area,,92.014,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.006 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 10 W/m2 (KBOB.2016)","92.006 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 10 W/m2 (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,11,,11,0.00,,0.00,0.02,,0.02,0.01,,0.01,m2,area,,92.006,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.007 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 30 W/m2 (KBOB.2016)","92.007 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 30 W/m2 (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,32,,32,0.00,,0.00,0.05,,0.05,0.03,,0.03,m2,area,,92.007,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.008 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 50 W/m2 (KBOB.2016)","92.008 Entsorgung, Wärmeerzeuger, spez. Leistungsbedarf 50 W/m2 (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,53,,53,0.00,,0.00,0.09,,0.09,0.05,,0.05,m2,area,,92.008,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.019 Entsorgung, Wärmeverteilung und Abgabe, Luftheizung (KBOB.2016)","92.019 Entsorgung, Wärmeverteilung und Abgabe, Luftheizung (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,34,,34,0.00,,0.00,0.01,,0.01,0.07,,0.07,m2,area,,92.019,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.003 Entsorgung, Wohnen, inkl. Apparate und Leitungen (KBOB.2016)","92.003 Entsorgung, Wohnen, inkl. Apparate und Leitungen (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,833,,833,0.02,,0.02,0.34,,0.34,1.55,,1.55,m2,area,,92.003,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
