Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV
07.002 Brettschichtholz,KBOB2022-07.002,,,,MATERIAL_LIST,439,769.0,695.0,73.8,8.14,8.13,0.00602,1.53,1.44,0.091,0.335,0.285,0.0492,kg,0.446,1095B95F-6036-45CA-B450-7A3A8E1897BB,KBOB 2022 V4
"07.002.01 Brettschichtholz, Produktion Schweiz",KBOB2022-07.002.01,,,,MATERIAL_LIST,439,680.0,606.0,73.8,8.0,8.0,0.00602,1.2,1.11,0.091,0.253,0.204,0.0492,kg,0.45,D6C6F539-93DD-4C07-AF40-3EF6321D4FBD,KBOB 2022 V4
07.020 Brettsperrholz,KBOB2022-07.020,,,,MATERIAL_LIST,436,882.0,775.0,106.0,8.12,8.11,0.00611,1.82,1.72,0.0976,0.395,0.315,0.0798,kg,0.449,83c72ece-6641-4675-97f0-a6236caf7e7f,KBOB 2022 V4
"07.020.01 Brettsperrholz, Produktion Schweiz",KBOB2022-07.020.01,,,,MATERIAL_LIST,424,744.0,638.0,106.0,5.67,5.66,0.00611,1.6,1.51,0.0976,0.281,0.201,0.0798,kg,0.448,25754a33-5165-4d33-b2d2-e8422557b849,KBOB 2022 V4
07.022 Furniersperrholz,KBOB2022-07.022,,,,MATERIAL_LIST,823,1970.0,1860.0,106.0,9.24,9.23,0.00611,5.07,4.98,0.0976,1.02,0.942,0.0798,kg,0,b914b5f8-ce92-4da0-8c94-055ee668b154,KBOB 2022 V4
07.004 Hartfaserplatte,KBOB2022-07.004,,,,MATERIAL_LIST,955,1770.0,1700.0,68.3,7.04,7.03,0.00601,4.12,4.03,0.0899,1.07,1.03,0.0441,kg,0,99B2F7E4-22F3-4C8E-9C76-D3CBADA830E2,KBOB 2022 V4
"07.005 Holzwolle-Leichtbauplatte, zementgebunden",KBOB2022-07.005,,,,MATERIAL_LIST,400,770.0,685.0,85.2,2.04,2.03,0.00958,1.27,1.1,0.17,0.534,0.498,0.0357,kg,0,C916FBF8-EB8F-43A7-9D11-9E92CF9F083D,KBOB 2022 V4
07.023 Konstruktionsvollholz,KBOB2022-07.023,,,,MATERIAL_LIST,436,688.0,620.0,68.3,8.28,8.27,0.00601,1.24,1.15,0.0899,0.288,0.244,0.0441,kg,0,dff243df-ce92-429c-b6f4-a1e3ca114b16,KBOB 2022 V4
"07.008 Massivholz Buche / Eiche, kammergetrocknet, gehobelt",KBOB2022-07.008,,,,MATERIAL_LIST,675,436.0,373.0,62.9,7.28,7.27,0.00599,0.662,0.573,0.0888,0.152,0.113,0.039,kg,0,5452FFFF-13C9-4D8B-803B-E644F35A3325,KBOB 2022 V4
"07.008.01 Massivholz Buche / Eiche, kammergetrocknet, gehobelt, Produktion Schweiz",KBOB2022-07.008.01,,,,MATERIAL_LIST,675,396.0,333.0,62.9,7.39,7.39,0.00599,0.572,0.483,0.0888,0.122,0.0832,0.039,kg,0.45,348B6926-0D2A-4820-AA05-C815FE65A421,KBOB 2022 V4
"07.007 Massivholz Buche / Eiche, kammergetrocknet, rau",KBOB2022-07.007,,,,MATERIAL_LIST,675,391.0,328.0,62.9,7.11,7.11,0.00599,0.568,0.479,0.0888,0.135,0.0962,0.039,kg,0,9AC95A58-6438-48B7-BB6A-B07B6F4CFB6A,KBOB 2022 V4
"07.007.01 Massivholz Buche / Eiche, kammergetrocknet, rau, Produktion Schweiz",KBOB2022-07.007.01,,,,MATERIAL_LIST,675,355.0,292.0,62.9,7.22,7.21,0.00599,0.485,0.396,0.0888,0.109,0.07,0.039,kg,0.45,698D8A43-8983-432E-A51B-D90C9BA23AC1,KBOB 2022 V4
"07.006 Massivholz Buche / Eiche, luftgetrocknet, rau",KBOB2022-07.006,,,,MATERIAL_LIST,705,322.0,260.0,62.9,6.21,6.2,0.00599,0.478,0.389,0.0888,0.12,0.0812,0.039,kg,0,531C8578-0D4B-469A-ACE5-8E3A536FC47C,KBOB 2022 V4
"07.006.01 Massivholz Buche / Eiche, luftgetrocknet, rau, Produktion Schweiz",KBOB2022-07.006.01,,,,MATERIAL_LIST,705,290.0,227.0,62.9,6.3,6.29,0.00599,0.402,0.313,0.0888,0.0978,0.0589,0.039,kg,0.41,F9547BDA-290C-44C5-8794-C921A2DED0BA,KBOB 2022 V4
"07.011 Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt",KBOB2022-07.011,,,,MATERIAL_LIST,465,476.0,413.0,62.9,6.05,6.04,0.00599,0.777,0.688,0.0888,0.173,0.134,0.039,kg,0,3D89DC7F-1638-4C94-AFA8-DC31CAC210BC,KBOB 2022 V4
"07.011.01 Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt, Produktion Schweiz",KBOB2022-07.011.01,,,,MATERIAL_LIST,465,459.0,396.0,62.9,5.93,5.93,0.00599,0.733,0.644,0.0888,0.156,0.117,0.039,kg,0.45,D122C786-0887-4B71-BEBD-513955B5F184,KBOB 2022 V4
"07.011.02 Massivholz Fichte / Tanne, kammergetr., Vollholzhaus holzpur",KBOB2022-07.011.02,,,,MATERIAL_LIST,420,432.0,369.0,62.9,10.0,10.0,0.00599,0.469,0.381,0.0888,0.134,0.095,0.039,kg,0.45,C4DE94C2-36D6-4BB9-9753-228622401A82,KBOB 2022 V4
