Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF
"00.001 - Baugrubensicherung, Bohrpfahlwand, gespriesst",KBOB2016-00.001,,,,MATERIAL_LIST,,1010000,877000,130000,110,101,10,2280,2020,258,828,778,50,m2,,0.001
"00.002 - Baugrubensicherung, Bohrpfahlwand, unverankert",KBOB2016-00.002,,,,MATERIAL_LIST,,952000,822000,130000,94,85,10,2090,1830,258,788,738,50,m2,,0.002
"00.003 - Baugrubensicherung, Bohrpfahlwand, verankert",KBOB2016-00.003,,,,MATERIAL_LIST,,778000,692000,86200,83,76,6,1510,1340,170,512,478,33,m2,,0.003
"00.004 - Baugrubensicherung, Nagelwand",KBOB2016-00.004,,,,MATERIAL_LIST,,171000,152000,18900,18,17,1,324,286,38,116,109,7,m2,,0.004
"00.005 - Baugrubensicherung, Rühlwand, auskragend",KBOB2016-00.005,,,,MATERIAL_LIST,,332000,302000,30100,108,106,2,934,874,60,266,254,12,m2,,0.005
"00.006 - Baugrubensicherung, Rühlwand, gespriesst",KBOB2016-00.006,,,,MATERIAL_LIST,,240000,222000,17800,47,45,1,677,642,35,184,177,7,m2,,0.006
"00.007 - Baugrubensicherung, Rühlwand, verankert",KBOB2016-00.007,,,,MATERIAL_LIST,,259000,238000,20600,44,42,2,681,640,41,192,184,8,m2,,0.007
"00.008 - Baugrubensicherung, Schlitzwand, 400 mm",KBOB2016-00.008,,,,MATERIAL_LIST,,648000,583000,65500,73,69,5,1250,1120,130,407,382,25,m2,,0.008
"00.009 - Baugrubensicherung, Schlitzwand, 800 mm",KBOB2016-00.009,,,,MATERIAL_LIST,,1230000,1100000,129000,136,126,9,2270,2010,256,777,728,50,m2,,0.009
"00.010 - Baugrubensicherung, Spundwand, auskragend",KBOB2016-00.010,,,,MATERIAL_LIST,,228000,228000,0,46,46,0,747,747,0,163,163,0,m2,,0.01
"00.011 - Baugrubensicherung, Spundwand, gespriesst",KBOB2016-00.011,,,,MATERIAL_LIST,,129000,129000,0,25,25,0,421,421,0,92,92,0,m2,,0.011
"00.012 - Baugrubensicherung, Spundwand, verankert",KBOB2016-00.012,,,,MATERIAL_LIST,,255000,255000,0,55,55,0,813,813,0,181,181,0,m2,,0.012
"00.013 - Tiefgründung, Mikrobohrpfahl",KBOB2016-00.013,,,,MATERIAL_LIST,,48600,48600,0,8,8,0,116,116,0,31,31,0,m,,0.013
"00.014 - Tiefgründung, Ortbetonbohrpfahl, 700 mm",KBOB2016-00.014,,,,MATERIAL_LIST,,229000,229000,0,22,22,0,404,404,0,159,159,0,m,,0.014
"00.015 - Tiefgründung, Ortbetonbohrpfahl, 900 mm",KBOB2016-00.015,,,,MATERIAL_LIST,,331000,331000,0,35,35,0,566,566,0,239,239,0,m,,0.015
"00.016 - Tiefgründung, Ortbetonbohrpfahl, 1200 mm",KBOB2016-00.016,,,,MATERIAL_LIST,,506000,506000,0,56,56,0,851,851,0,372,372,0,m,,0.016
"00.017 - Tiefgründung, Ortbetonverdrängungspfahl 560/480 mm",KBOB2016-00.017,,,,MATERIAL_LIST,,122000,122000,0,10,10,0,226,226,0,72,72,0,m,,0.017
"00.018 - Tiefgründung, Ortbetonverdrängungspfahl 660/580 mm",KBOB2016-00.018,,,,MATERIAL_LIST,,152000,152000,0,13,13,0,273,273,0,91,91,0,m,,0.018
"00.019 - Tiefgründung, Rüttelstopfsäule",KBOB2016-00.019,,,,MATERIAL_LIST,,29900,29900,0,1,1,0,31,31,0,6,6,0,m,,0.019
"00.020 - Tiefgründung, Vorgefertigter Betonpfahl",KBOB2016-00.020,,,,MATERIAL_LIST,,38800,38800,0,4,4,0,66,66,0,29,29,0,m,,0.02
"00.021 - Wasserhaltung, Pumphöhe 2.5 m",KBOB2016-00.021,,,,MATERIAL_LIST,,14,14,0,0,0,0,0,0,0,0,0,0,m3,,0.021
"00.022 - Wasserhaltung, Pumphöhe 5 m",KBOB2016-00.022,,,,MATERIAL_LIST,,17,17,0,0,0,0,0,0,0,0,0,0,m3,,0.022
"00.023 - Wasserhaltung, Pumphöhe 7.5 m",KBOB2016-00.023,,,,MATERIAL_LIST,,20,20,0,0,0,0,0,0,0,0,0,0,m3,,0.023
"00.024 - Wasserhaltung, Pumphöhe 10 m",KBOB2016-00.024,,,,MATERIAL_LIST,,23,23,0,0,0,0,0,0,0,0,0,0,m3,,0.024
1.001 - Magerbeton (ohne Bewehrung),KBOB2016-1.001,,,,MATERIAL_LIST,2150,65.1,40.2,24.9,0.009,0.007,0.002,0.139,0.092,0.047,0.0591,0.0503,0.00881,kg,,1.001
1.002 - Hochbaubeton (ohne Bewehrung),KBOB2016-1.002,,,,MATERIAL_LIST,2300,94.3,67.3,27.0,0.013,0.012,0.002,0.201,0.148,0.054,0.0992,0.0889,0.0104,kg,,1.002
1.003 - Tiefbaubeton (ohne Bewehrung),KBOB2016-1.003,,,,MATERIAL_LIST,2350,100,72.9,27.0,0.014,0.013,0.002,0.217,0.164,0.053,0.107,0.096,0.0104,kg,,1.003
1.004 - Bohrpfahlbeton (ohne Bewehrung),KBOB2016-1.004,,,,MATERIAL_LIST,2325,106,79,26.9,0.016,0.014,0.002,0.228,0.175,0.053,0.117,0.107,0.0104,kg,,1.004
"01.041 - Betonfertigteil, hochfester Beton, ab Werk",KBOB2016-01.041,,,,MATERIAL_LIST,2770,477.0,454.0,23.8,0.057,0.056,0.002,0.768,0.721,0.047,0.265,0.2550,0.00917,kg,,1.041
"01.042 - Betonfertigteil, Normalbeton, ab Werk",KBOB2016-01.042,,,,MATERIAL_LIST,2500,245.0,218.0,26.1,0.096,0.094,0.002,0.484,0.432,0.052,0.172,0.1620,0.01000,kg,,1.042
01.043 - Hanfbeton,KBOB2016-01.043,,,,MATERIAL_LIST,600,371.0,370.0,0.7,0.882,0.882,0.000,0.984,0.982,0.003,0.288,0.2880,0.00037,kg,,1.043
"01.043.01 - Hanfbeton, ARBIO",KBOB2016-01.043.01,,,,MATERIAL_LIST,600,357,356,1,0.8,0.8,0.000,0.9,0.9,0.003,0.28,0.277,0.00,kg,,01.043.01
02.001 - Backstein,KBOB2016-02.001,,,,MATERIAL_LIST,900,217,191,25.8,0.08,0.08,0.002,0.79,0.74,0.051,0.258,0.249,0.00903,kg,,2.001
02.002 - Kalksandstein,KBOB2016-02.002,,,,MATERIAL_LIST,1400,157,132,25.1,0.04,0.04,0.002,0.40,0.35,0.048,0.138,0.129,0.00868,kg,,2.002
"02.002.01 - Kalksandstein, FBB",KBOB2016-02.002.01,,,,MATERIAL_LIST,1400,122,97,25,0.0,0.0,0.002,0.3,0.3,0.048,0.11,0.100,0.01,kg,,02.002.01
02.003 - Leichtlehmstein,KBOB2016-02.003,,,,MATERIAL_LIST,700,237,212,25.8,0.79,0.79,0.002,0.76,0.71,0.051,0.170,0.161,0.00903,kg,,2.003
"02.004 - Leichtzementstein, Blähton",KBOB2016-02.004,,,,MATERIAL_LIST,1200,471,445,26.6,0.05,0.05,0.002,1.51,1.46,0.053,0.417,0.407,0.00961,kg,,2.004
"02.005 - Leichtzementstein, Naturbims",KBOB2016-02.005,,,,MATERIAL_LIST,1200,222,195,26.6,0.03,0.03,0.002,0.42,0.37,0.053,0.223,0.214,0.00961,kg,,2.005
02.006 - Porenbetonstein,KBOB2016-02.006,,,,MATERIAL_LIST,500,348,323,25.8,0.07,0.06,0.002,0.93,0.88,0.051,0.417,0.408,0.00903,kg,,2.006
02.007 - Zementstein,KBOB2016-02.007,,,,MATERIAL_LIST,1700,133,108,25.1,0.02,0.022,0.002,0.254,0.207,0.047,0.129,0.121,0.00887,kg,,2.007
03.001 - Betonziegel,KBOB2016-03.001,,,,MATERIAL_LIST,2300,212,187,25.8,0.03,0.03,0.002,0.52,0.47,0.051,0.217,0.208,0.00903,kg,,3.001
03.002 - Faserzement-Dachschindel,KBOB2016-03.002,,,,MATERIAL_LIST,1800,751,724,26.6,0.5,0.5,0.002,2.45,2.40,0.053,0.727,0.717,0.0096,kg,,3.002
03.003 - Faserzementplatte gross,KBOB2016-03.003,,,,MATERIAL_LIST,1800,1030,1000,26.6,0.6,0.6,0.002,3.3,3.2,0.053,1.09,1.08,0.0096,kg,,3.003
03.004 - Faserzement-Wellplatte,KBOB2016-03.004,,,,MATERIAL_LIST,1800,726,700,26.6,0.54,0.54,0.002,2.06,2.01,0.053,0.678,0.669,0.0096,kg,,3.004
03.005 - Flachglas beschichtet,KBOB2016-03.005,,,,MATERIAL_LIST,2500,1350,1340,18.6,0.2,0.2,0.001,4.7,4.7,0.068,1.16,1.15,0.0100,kg,,3.005
03.006 - Flachglas unbeschichtet,KBOB2016-03.006,,,,MATERIAL_LIST,2500,1140,1120,18.6,0.1,0.1,0.001,4.1,4.0,0.068,1.100,1.090,0.0100,kg,,3.006
03.007 - Gipsfaserplatte,KBOB2016-03.007,,,,MATERIAL_LIST,1200,488,470,17.5,0.09,0.09,0.001,2.46,2.40,0.065,0.537,0.527,0.0093,kg,,3.007
03.008 - Gipskartonplatte,KBOB2016-03.008,,,,MATERIAL_LIST,850,314,296,17.3,0.08,0.08,0.001,1.35,1.28,0.065,0.293,0.284,0.0092,kg,,3.008
03.016 - Gips-Wandbauplatte / Vollgipsplatte,KBOB2016-03.016,,,,MATERIAL_LIST,1000,343,326,17.2,0.03,0.03,0.001,1.44,1.37,0.064,0.307,0.298,0.0091,kg,,3.016
03.009 - Hartsandsteinplatte,KBOB2016-03.009,,,,MATERIAL_LIST,2500,75.0,49.9,25.1,0.04,0.04,0.002,0.30,0.254,0.048,0.0336,0.0249,0.00868,kg,,3.009
03.017 - Kalksteinplatte,KBOB2016-03.017,,,,MATERIAL_LIST,2600,79.0,53.9,25.1,0.02,0.02,0.002,0.33,0.28,0.048,0.0657,0.0570,0.00868,kg,,3.017
03.010 - Keramik-/Steinzeugplatte,KBOB2016-03.010,,,,MATERIAL_LIST,2600,2460,2430,25.8,0.2,0.2,0.002,3.8,3.8,0.051,0.777,0.768,0.00903,kg,,3.01
03.011 - Kies gebrochen,KBOB2016-03.011,,,,MATERIAL_LIST,2000,64.9,39.8,25.1,0.007,0.005,0.002,0.084,0.036,0.048,0.0134,0.00450,0.00889,kg,,3.011
03.012 - Rundkies,KBOB2016-03.012,,,,MATERIAL_LIST,2000,61.0,35.9,25.1,0.003,0.0015,0.002,0.064,0.0169,0.048,0.0117,0.00277,0.00889,kg,,3.012
03.013 - Sand,KBOB2016-03.013,,,,MATERIAL_LIST,2000,65.7,35.9,29.7,0.003,0.0015,0.001,0.081,0.0169,0.064,0.0140,0.00277,0.0112,kg,,3.013
03.014 - Sanitärkeramik,KBOB2016-03.014,,,,MATERIAL_LIST,2000,3030,3000,25.8,0.4,0.4,0.002,11.2,11.1,0.051,2.32,2.31,0.00903,kg,,3.014
03.020 - Stampflehm,KBOB2016-03.020,,,,MATERIAL_LIST,2000,39,25,14.2,0.0,0.0,0.000,0.1,0.1,0.054,0.02,0.02,0.00708,kg,,3.02
03.015 - Tonziegel,KBOB2016-03.015,,,,MATERIAL_LIST,1700,300,274,25.8,0.03,0.03,0.002,1.12,1.07,0.051,0.375,0.366,0.00903,kg,,3.015
04.008 - Baukleber/Einbettmörtel mineralisch,KBOB2016-04.008,,,,MATERIAL_LIST,1400,427,410,17.2,0.17,0.17,0.001,1.60,1.54,0.064,0.406,0.397,0.00913,kg,,4.008
04.010 - Baukleber/Einbettmörtel mineralisch Leichtzuschlag,KBOB2016-04.010,,,,MATERIAL_LIST,1100,424,407,17.2,0.15,0.15,0.001,1.69,1.62,0.064,0.427,0.418,0.00913,kg,,4.01
04.002 - Baukleber/Einbettmörtel organisch,KBOB2016-04.002,,,,MATERIAL_LIST,1670,1000,982,17.2,0.1,0.1,0.001,4.2,4.1,0.064,0.76,0.75,0.00913,kg,,4.002
04.017 - Gips-Kalk-Putz,KBOB2016-04.017,,,,MATERIAL_LIST,925,151,134,17.2,0.06,0.06,0.001,0.69,0.62,0.064,0.155,0.145,0.00913,kg,,4.017
4.001 - Gips-/Weissputz,KBOB2016-4.001,,,,MATERIAL_LIST,1100,146,129,17.2,0.1,0.1,0.001,0.7,0.6,0.064,0.15,0.14,0.00913,kg,,4.001
4.003 - Kunststoffputz (Dispersionsputz),KBOB2016-4.003,,,,MATERIAL_LIST,1540,1230,1210,17.2,0.23,0.23,0.001,5.25,5.19,0.064,0.951,0.942,0.00913,kg,,4.003
04.013 - Kalk-Zement/Zement-Kalk-Putz,KBOB2016-04.013,,,,MATERIAL_LIST,1550,237,220,17.2,0.13,0.13,0.001,0.77,0.70,0.064,0.247,0.238,0.00913,kg,,4.013
04.004 - Lehmputz,KBOB2016-04.004,,,,MATERIAL_LIST,1800,62.3,43.0,19.3,0.016,0.014,0.002,0.164,0.134,0.031,0.023,0.018,0.00473,kg,,4.004
04.015 - Leichtputz mineralisch,KBOB2016-04.015,,,,MATERIAL_LIST,1000,366,348,17.2,0.15,0.15,0.001,1.30,1.23,0.064,0.366,0.357,0.00913,kg,,4.015
04.011 - Silikatputz (Dispersionssilikatputz),KBOB2016-04.011,,,,MATERIAL_LIST,1880,1220,1200,17.2,0.25,0.25,0.001,5.11,5.04,0.064,0.9750,0.9660,0.00913,kg,,4.011
04.012 - Silikonharzputz,KBOB2016-04.012,,,,MATERIAL_LIST,1670,1410,1390,17.2,0.37,0.37,0.001,6.17,6.10,0.064,1.1200,1.1100,0.00913,kg,,4.012
04.016 - Sumpfkalkputz,KBOB2016-04.016,,,,MATERIAL_LIST,1350,442,425,17.2,0.11,0.11,0.001,1.80,1.74,0.064,0.4690,0.4600,0.00913,kg,,4.016
"04.005 - Unterlagsboden Anhydrit, 60 mm",KBOB2016-04.005,,,,MATERIAL_LIST,2000,146,128.0,18.5,0.03,0.02,0.001,0.46,0.39,0.069,0.0867,0.0769,0.0098,kg,,4.005
"04.006 - Unterlagsboden Zement, 85 mm",KBOB2016-04.006,,,,MATERIAL_LIST,1850,140,122,17.2,0.03,0.03,0.001,0.28,0.217,0.064,0.125,0.116,0.00913,kg,,4.006
04.007 - Wärmedämmputz EPS,KBOB2016-04.007,,,,MATERIAL_LIST,250,613,596,17.2,0.14,0.14,0.001,1.96,1.89,0.064,0.767,0.758,0.00913,kg,,4.007
04.014 - Weisszementputz,KBOB2016-04.014,,,,MATERIAL_LIST,1550,301,284,17.2,0.14,0.14,0.001,1.00,0.94,0.064,0.328,0.319,0.00913,kg,,4.014
4.009 - Zementputz,KBOB2016-4.009,,,,MATERIAL_LIST,1550,255,238,17.2,0.12,0.12,0.001,0.73,0.66,0.064,0.269,0.260,0.00913,kg,,4.009
"05.008 - Fassade, Pfosten-Riegel, Alu/Glas",KBOB2016-05.008,,,,MATERIAL_LIST,,250000,242000,7250,66,66,0,760,757,3,177,163,14,m2,,5.008
"05.022 - Fassadenplatte, Aluverbund, 4 mm",KBOB2016-05.022,,,,MATERIAL_LIST,7.1,45400,41100,4240,25,25,0,200,199,1,44,36,9,m2,,5.022
"05.023 - Fassadenplatte, Hochdrucklaminatplatte (HPL), 8.1 mm",KBOB2016-05.023,,,,MATERIAL_LIST,11.6,49800,43500,6310,90,90,0,198,196,2,45,33,11,m2,,5.023
"05.025 - Fassadenplatte, Kalkstein, 30 mm",KBOB2016-05.025,,,,MATERIAL_LIST,78,6160.0,4210.0,1960.0,1.92,1.77,0.145,25.60,21.80,3.750,5.1300,4.4500,0.67700,m2,,5.025
"05.024 - Fassadenplatte, Kunststoff glasfaserverstärkt (GFK), 1.6 mm",KBOB2016-05.024,,,,MATERIAL_LIST,2.4,22100,19600,2460,4,4,0,76,75,0,21,17,5,m2,,5.024
05.004 - Fensterrahmen Aluminium,KBOB2016-05.004,,,,MATERIAL_LIST,,406000,387000,18600,216,216,0,1600,1600,3,362,326,36,m2,,5.004
"05.004.01 - Fensterrahmen Aluminium, WICLINE 75evo",KBOB2016-05.004.01,,,,MATERIAL_LIST,,259000,248000,10900,161.0,161.0,0.047,862.0,860.0,1.590,203.00,182.000,21.40,m2,,05.004.01
05.005 - Fensterrahmen Holz,KBOB2016-05.005,,,,MATERIAL_LIST,,217000,201000,15900,711,711,0.1,573,565,8.1,128,109,19.6,m2,,5.005
05.006 - Fensterrahmen Holz-Aluminium,KBOB2016-05.006,,,,MATERIAL_LIST,,319000,301000,18400,720,720,0.1,951,943,7.8,217,191,25.7,m2,,5.006
05.007 - Fensterrahmen Kunststoff/PVC,KBOB2016-05.007,,,,MATERIAL_LIST,,450000,416000,33200,69,67,2,1520,1490,29,285,228,57,m2,,5.007
"05.001 - Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 24 mm",KBOB2016-05.001,,,,MATERIAL_LIST,,46800,44600,2180,10,10,0.02,171,170,1.35,43.7,39.8,3.88,m2,,5.001
"05.009 - Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm",KBOB2016-05.009,,,,MATERIAL_LIST,,51300,49600,1730,12,12,0.02,199,198,1.30,47.9,44.9,2.98,m2,,5.009
"05.010 - Isolierverglasung 2-fach, ESG, Ug-Wert 1.1 W/m2K",KBOB2016-05.010,,,,MATERIAL_LIST,,57500,55300,2180,17,17,0.02,226,225,1.35,51.1,47.2,3.88,m2,,5.01
"05.002 - Isolierverglasung 2-fach, VSG, Ug-Wert 1.1 W/m2K",KBOB2016-05.002,,,,MATERIAL_LIST,,84000,80100,3900,19,19,0.02,335,333,2.05,78.2,71.1,7.16,m2,,5.002
"05.011 - Isolierverglasung 2-fach, ESG/VSG, Ug-Wert 1.1 W/m2K",KBOB2016-05.011,,,,MATERIAL_LIST,,94700,90800,3900,27,27,0.02,390,388,2.05,85.6,78.4,7.16,m2,,5.011
"05.003 - Isolierverglasung 3-fach, Ug-Wert 0.5 W/m2K, Dicke 36 mm",KBOB2016-05.003,,,,MATERIAL_LIST,,83100,80100,2980,22,22,0.03,327,325,1.99,77.3,72.1,5.25,m2,,5.003
"05.012 - Isolierverglasung 3-fach, Ug-Wert 0.6 W/m2K, Dicke 40 mm",KBOB2016-05.012,,,,MATERIAL_LIST,,74300,70900,3450,15,15,0.03,261,259,2.04,66.8,60.7,6.16,m2,,5.012
"05.013 - Isolierverglasung 3-fach, ESG/ESG, Ug-Wert 0.6 W/m2K",KBOB2016-05.013,,,,MATERIAL_LIST,,95800,92300,3450,30,30,0.03,371,369,2.04,81.6,75.4,6.16,m2,,5.013
"05.014 - Isolierverglasung 3-fach, ESG/ESG/ESG, Ug-Wert 0.6 W/m2K",KBOB2016-05.014,,,,MATERIAL_LIST,,106000,103000,3450,37,37,0.03,426,424,2.04,88.9,82.7,6.16,m2,,5.014
"05.015 - Isolierverglasung 3-fach, VSG, Ug-Wert 0.6 W/m2K",KBOB2016-05.015,,,,MATERIAL_LIST,,112000,106000,5170,25,25,0.03,424,422,2.74,101.0,92.0,9.45,m2,,5.015
"05.016 - Isolierverglasung 3-fach, ESG/VSG, Ug-Wert 0.6 W/m2K",KBOB2016-05.016,,,,MATERIAL_LIST,,124000,118000,5170,32,32,0.03,484,481,2.74,110.0,100.0,9.45,m2,,5.016
05.020 - Putzträgerplatte kunstharzgebunden 13 mm,KBOB2016-05.020,,,,MATERIAL_LIST,6.3,11200.0,11000.0,108.0,3.640,3.6400,0.004,44.500,44.1000,0.403,8.0100,7.95000,0.05740,m2,,5.02
05.021 - Putzträgerplatte mineralisch gebunden 12.5 mm,KBOB2016-05.021,,,,MATERIAL_LIST,14.4,7210.0,6970.0,248.0,2.370,2.3600,0.009,19.300,18.4000,0.923,6.1800,6.05000,0.13100,m2,,5.021
"05.018 - Sonnenschutz, Ausstellstoren motorisiert",KBOB2016-05.018,,,,MATERIAL_LIST,,141000,140000,831,36,36,0,297,297,0,65,64,1,m2,,5.018
"05.017 - Sonnenschutz, Lamellenstoren motorisiert",KBOB2016-05.017,,,,MATERIAL_LIST,,111000,110000,633,32,32,0,263,262,0,57,56,1,m2,,5.017
"05.019 - Sonnenschutz, Rollladen motorisiert",KBOB2016-05.019,,,,MATERIAL_LIST,,138000,137000,284,45,45,0,331,331,0,72,72,0,m2,,5.019
"06.001 - Aluminiumblech, blank",KBOB2016-06.001,,,,MATERIAL_LIST,2690,7300,7300,0,5,5,0,27,27,0,5.62,5.62,0,kg,,6.001
"06.002 - Aluminiumprofil, blank",KBOB2016-06.002,,,,MATERIAL_LIST,2690,6980,6980,0,5,5,0,27,27,0,5.71,5.71,0,kg,,6.002
"06.002.01 - Aluminiumprofil, blank, 80% Recyclinganteil, WICONA",KBOB2016-06.002.01,,,,MATERIAL_LIST,2690,4120,4120,0,3.4,3.4,0.000,13.6,13.6,0.000,2.94,2.940,0.00,kg,,06.002.01
06.003 - Armierungsstahl,KBOB2016-06.003,,,,MATERIAL_LIST,7850,2860,2860,0,0.2,0.2,0,3.6,3.6,0,0.682,0.682,0,kg,,6.003
06.014 - Blei,KBOB2016-06.014,,,,MATERIAL_LIST,11340,6530,6530,0,0.2,0.2,0,4.0,4.0,0,1.04,1.04,0,kg,,6.014
06.004 - Chromnickelstahlblech 18/8 blank,KBOB2016-06.004,,,,MATERIAL_LIST,7900,6890,6890,0,2.4,2.4,0,15.3,15.3,0,3.76,3.76,0,kg,,6.004
06.005 - Chromnickelstahlblech 18/8 verzinnt,KBOB2016-06.005,,,,MATERIAL_LIST,7900,10700,10700,0,2.7,2.7,0,23.0,23.0,0,5.45,5.45,0,kg,,6.005
06.006 - Chromstahlblech blank,KBOB2016-06.006,,,,MATERIAL_LIST,7700,5250,5250,0,0.9,0.9,0,9.5,9.5,0,2.24,2.24,0,kg,,6.006
06.007 - Chromstahlblech verzinnt,KBOB2016-06.007,,,,MATERIAL_LIST,7700,8990,8990,0,1.2,1.2,0,17.2,17.2,0,3.93,3.93,0,kg,,6.007
"06.008 - Kupferblech, blank",KBOB2016-06.008,,,,MATERIAL_LIST,8900,51500,51500,0,1.7,1.7,0,9.3,9.3,0,2.19,2.19,0,kg,,6.008
06.009 - Messing-/Baubronzeblech,KBOB2016-06.009,,,,MATERIAL_LIST,8300,47000,47000,0,1.9,1.9,0,11.5,11.5,0,2.71,2.71,0,kg,,6.009
"06.010 - Stahlblech, blank",KBOB2016-06.010,,,,MATERIAL_LIST,7850,3570,3570,0,0.3,0.3,0,7.8,7.8,0,1.83,1.83,0,kg,,6.01
"06.011 - Stahlblech, verzinkt",KBOB2016-06.011,,,,MATERIAL_LIST,7850,16100,16100,0,1.1,1.1,0,15.7,15.7,0,3.51,3.51,0,kg,,6.011
"06.012 - Stahlprofil, blank",KBOB2016-06.012,,,,MATERIAL_LIST,7850,1000,1000,0,0.3,0.3,0,3.5,3.5,0,0.734,0.734,0,kg,,6.012
06.013 - Titanzinkblech,KBOB2016-06.013,,,,MATERIAL_LIST,7200,35800,35800,0,2.6,2.6,0,17.4,17.4,0,4.04,4.04,0,kg,,6.013
"07.001 - 3-Schicht Massivholzplatte, PVAc-gebunden",KBOB2016-07.001,,,,MATERIAL_LIST,470,1360,1280,79.7,9.6,9.6,0.001,3.0,2.94,0.053,0.523,0.412,0.111,kg,,7.001
"07.003 - Brettschichtholz, MF-gebunden, Feuchtbereich",KBOB2016-07.003,,,,MATERIAL_LIST,470,1040,953,86.9,8.7,8.7,0.001,2.45,2.39,0.058,0.485,0.365,0.121,kg,,7.003
"07.003.01 - Brettschichtholz, MF-gebunden, Feuchtbereich, Produktion Schweiz",KBOB2016-07.003.01,,,,MATERIAL_LIST,470,1010,921,87,8.6,8.6,0.001,2.4,2.3,0.058,0.44,0.315,0.12,kg,,07.003.01
"07.002 - Brettschichtholz, UF-gebunden, Trockenbereich",KBOB2016-07.002,,,,MATERIAL_LIST,470,995,908,86.9,8.7,8.7,0.001,2.24,2.18,0.058,0.446,0.326,0.121,kg,,7.002
"07.002.01 - Brettschichtholz, UF-gebunden, Trockenbereich, Produktion Schweiz",KBOB2016-07.002.01,,,,MATERIAL_LIST,470,963,876,87,8.6,8.6,0.001,2.2,2.1,0.058,0.40,0.276,0.12,kg,,07.002.01
07.004 - Hartfaserplatte,KBOB2016-07.004,,,,MATERIAL_LIST,955,1310,1220,91.1,7.0,7.0,0.001,4.2,4.1,0.061,1.160,1.040,0.126,kg,,7.004
"07.005 - Holzwolle-Leichtbauplatte, zementgebunden",KBOB2016-07.005,,,,MATERIAL_LIST,400,561,508,52.8,2.0,2.0,0.001,1.34,1.26,0.077,0.554,0.537,0.0173,kg,,7.005
"07.008 - Massivholz Buche / Eiche, kammergetrocknet, gehobelt",KBOB2016-07.008,,,,MATERIAL_LIST,675,420,393,27.0,6.3,6.3,0.001,0.69,0.65,0.034,0.126,0.116,0.0101,kg,,7.008
"07.008.01 - Massivholz Buche / Eiche, kammergetrocknet, gehobelt, Produktion Schweiz",KBOB2016-07.008.01,,,,MATERIAL_LIST,675,399,372,27,6.5,6.5,0.001,0.6,0.6,0.034,0.09,0.081,0.01,kg,,07.008.01
"07.007 - Massivholz Buche / Eiche, kammergetrocknet, rau",KBOB2016-07.007,,,,MATERIAL_LIST,675,379,352,27.0,6.2,6.2,0.001,0.58,0.54,0.034,0.109,0.099,0.0101,kg,,7.007
"07.007.01 - Massivholz Buche / Eiche, kammergetrocknet, rau, Produktion Schweiz",KBOB2016-07.007.01,,,,MATERIAL_LIST,675,360,333,27,6.3,6.3,0.001,0.5,0.5,0.034,0.08,0.069,0.01,kg,,07.007.01
"07.006 - Massivholz Buche / Eiche, luftgetrocknet, rau",KBOB2016-07.006,,,,MATERIAL_LIST,705,311,286,24.7,5.4,5.4,0.0005,0.48,0.44,0.031,0.0932,0.0839,0.00926,kg,,7.006
