Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV
Magerbeton (ohne Bewehrung) (KBOB01.001),KBOB2022-01.001-M,,,,MATERIAL,2150,104,68.8,35.4,0.0101,0.00821,0.00188,0.128,0.0767,0.0516,0.0628,0.0502,0.0126,kg,0,A05F4D90-D030-49B6-A08A-BAD5228E3552,KBOB 2022 V4
Hochbaubeton (ohne Bewehrung) (KBOB01.002),KBOB2022-01.002-M,,,,MATERIAL,2300,153,118,35.2,0.0146,0.0128,0.00187,0.175,0.123,0.0513,0.101,0.0887,0.0126,kg,0,E13EE05E-FD34-4FB5-A178-0FC4164A96F2,KBOB 2022 V4
Tiefbaubeton (ohne Bewehrung) (KBOB01.003),KBOB2022-01.003-M,,,,MATERIAL,2350,163,128,35.1,0.0157,0.0138,0.00186,0.189,0.138,0.0513,0.109,0.0963,0.0125,kg,0,6704A56E-25F3-4DD0-8890-EC2E2A0D4B9C,KBOB 2022 V4
Bohrpfahlbeton (ohne Bewehrung) (KBOB01.004),KBOB2022-01.004-M,,,,MATERIAL,2325,174,139,35.1,0.0168,0.0149,0.00186,0.197,0.146,0.0512,0.119,0.106,0.0125,kg,0,4EBAA5FE-7F18-443E-A05A-08185A6165D0,KBOB 2022 V4
"Betonfertigteil, hochfester Beton, ab Werk (KBOB01.041)",KBOB2022-01.041-M,,,,MATERIAL,2770,440,409,31,0.074,0.0723,0.00165,0.697,0.652,0.0453,0.276,0.265,0.0111,kg,0,3A51918F-AB60-4CE7-A771-A10C3266684A,KBOB 2022 V4
"Betonfertigteil, Normalbeton, ab Werk (KBOB01.042)",KBOB2022-01.042-M,,,,MATERIAL,2500,282,248,33.9,0.0938,0.092,0.0018,0.432,0.383,0.0495,0.177,0.165,0.0121,kg,0,F6DCDEFA-AFE6-44CB-8B68-3527ABFDC011,KBOB 2022 V4
Hanfbeton (KBOB01.043),KBOB2022-01.043-M,,,,MATERIAL,600,665,663,1.69,0.899,0.899,0.000016,0.959,0.959,0.000296,0.324,0.324,0.000073,kg,0,DD16B81F-E498-48D6-9754-A1E95558BFFE,KBOB 2022 V4
"Hanfbeton, ARBIO (KBOB01.043.01)",KBOB2022-01.043.01-M,,,,MATERIAL,600,639,638,1.69,0.865,0.865,0.000016,0.922,0.922,0.000296,0.312,0.312,0.000073,kg,0.06,b05c4b9b-b749-4f50-a92b-98713a494220,KBOB 2022 V4
Backstein (KBOB02.001),KBOB2022-02.001-M,,,,MATERIAL,900,371,328,42.5,0.0799,0.0777,0.00216,0.787,0.734,0.0526,0.266,0.254,0.0127,kg,0,958BA083-03C8-4336-BFC5-0DB5B6BC1B43,KBOB 2022 V4
"Backstein, perlitgefüllt, zzwancor (KBOB02.001.01)",KBOB2022-02.001.01-M,,,,MATERIAL,575,420,378,42.5,0.105,0.103,0.00216,0.914,0.861,0.0526,0.283,0.27,0.0127,kg,0,555E9A89-95DF-4C98-BC55-879B4C7E4BFE,KBOB 2022 V4
Kalksandstein (KBOB02.002),KBOB2022-02.002-M,,,,MATERIAL,1400,258,215,42.5,0.0386,0.0364,0.00216,0.389,0.337,0.0526,0.162,0.149,0.0127,kg,0,17BF48A3-72AD-4EBB-A2DE-3256129F7031,KBOB 2022 V4
"Kalksandstein, FBB (KBOB02.002.01)",KBOB2022-02.002.01-M,,,,MATERIAL,1600,196,153,42.5,0.0347,0.0325,0.00216,0.315,0.263,0.0526,0.115,0.102,0.0127,kg,0,564C9F25-EE8A-4799-A049-6D26DF586F05,KBOB 2022 V4
"Kalksandstein, Hunziker Kalksandstein AG (KBOB02.002.02)",KBOB2022-02.002.02-M,,,,MATERIAL,1600,190,148,42.5,0.0166,0.0145,0.00216,0.287,0.235,0.0526,0.106,0.0938,0.0127,kg,0,adbada8c-108b-4869-a098-bc2cda5c5929,KBOB 2022 V4
Leichtlehmstein (KBOB02.003),KBOB2022-02.003-M,,,,MATERIAL,700,353,311,42.5,0.792,0.79,0.00216,0.764,0.711,0.0526,0.18,0.167,0.0127,kg,0,45766F6B-BC17-4725-B939-23AA76838736,KBOB 2022 V4
"Leichtzementstein, Blähton (KBOB02.004)",KBOB2022-02.004-M,,,,MATERIAL,1200,609,566,42.5,0.0553,0.0531,0.00216,1.42,1.37,0.0526,0.428,0.415,0.0127,kg,0,2DEEC4B0-D3FE-4124-A08A-0DD398A65220,KBOB 2022 V4
"Leichtzementstein, Naturbims (KBOB02.005)",KBOB2022-02.005-M,,,,MATERIAL,1200,322,280,42.5,0.036,0.0338,0.00216,0.363,0.31,0.0526,0.212,0.2,0.0127,kg,0,27B5089E-6003-4920-991A-0BCC005B9434,KBOB 2022 V4
Porenbetonstein (KBOB02.006),KBOB2022-02.006-M,,,,MATERIAL,500,573,531,42.5,0.0694,0.0673,0.00216,0.859,0.807,0.0526,0.426,0.413,0.0127,kg,0,406B9ED4-C9C0-41E2-B945-7844C7313250,KBOB 2022 V4
Zementstein (KBOB02.007),KBOB2022-02.007-M,,,,MATERIAL,1700,214,172,42.5,0.0259,0.0237,0.00216,0.225,0.173,0.0526,0.126,0.114,0.0127,kg,0,69524911-E277-4B29-827D-B8475E4D8C23,KBOB 2022 V4
"Erdstein, aus gepresster Erde, Terrabloc (KBOB02.007.01)",KBOB2022-02.007.01-M,,,,MATERIAL,1850,136,84,51.6,0.01,0.01,0,0.142,0.129,0.013,0.057,0.054,0.003,kg,0,288A84C2-129A-431D-B135-7F7A3F9D0CBD,KBOB 2022 V4
"Hanfsteine, Schönthaler AG (KBOB02.007.02)",KBOB2022-02.007.02-M,,,,MATERIAL,300,824,751,72.1,1.81,1.8,0.00431,1.91,1.77,0.145,0.372,0.338,0.0334,kg,0.15,276ac558-09e7-4a6d-b6d8-5643d08bcf9b,KBOB 2022 V4
Betongranulat (KBOB03.021),KBOB2022-03.021-M,,,,MATERIAL,2500,43.3,3.16,40.2,0.00366,0.00144,0.00221,0.0616,0.00905,0.0526,0.014,0.00132,0.0126,kg,0,fc996053-6ce2-4be3-a99f-42fb01b5d1ce,KBOB 2022 V4
Betonziegel (KBOB03.001),KBOB2022-03.001-M,,,,MATERIAL,2300,326,284,42.5,0.0373,0.0352,0.00216,0.468,0.416,0.0526,0.209,0.196,0.0127,kg,0,D00BA00E-D63B-4109-ADC0-4D9A3367734D,KBOB 2022 V4
Faserzement-Dachschindel (KBOB03.002),KBOB2022-03.002-M,,,,MATERIAL,1800,1100,1030,67.8,0.49,0.489,0.00158,2.16,2.11,0.0528,0.699,0.686,0.0132,kg,0,8873B601-8644-4FF4-B2CF-042546B8500D,KBOB 2022 V4
Faserzementplatte gross (KBOB03.003),KBOB2022-03.003-M,,,,MATERIAL,1800,1510,1450,67.8,0.614,0.612,0.00158,2.92,2.87,0.0528,1.03,1.02,0.0132,kg,0,EC993875-136D-4857-B06E-BB581EA9DA43,KBOB 2022 V4
Faserzement-Wellplatte (KBOB03.004),KBOB2022-03.004-M,,,,MATERIAL,1800,1060,991,67.8,0.552,0.55,0.00158,1.78,1.72,0.0528,0.649,0.636,0.0132,kg,0,08C9C771-82D9-4925-8E06-39A4367A8370,KBOB 2022 V4
Flachglas beschichtet (KBOB03.005),KBOB2022-03.005-M,,,,MATERIAL,2500,1990,1920,68.8,0.255,0.243,0.0118,4.64,4.53,0.109,1.2,1.18,0.0191,kg,0,9304338C-8D4A-4EE3-B1A2-43977ADA18A4,KBOB 2022 V4
Flachglas unbeschichtet (KBOB03.006),KBOB2022-03.006-M,,,,MATERIAL,2500,1790,1720,68.8,0.138,0.126,0.0118,4.08,3.97,0.109,1.14,1.12,0.0191,kg,0,8A03A7D4-FB51-48D0-BA86-9D13EE70A0D9,KBOB 2022 V4
Gipsfaserplatte (KBOB03.007),KBOB2022-03.007-M,,,,MATERIAL,1200,873,801,71.4,0.0978,0.0937,0.0041,2.47,2.39,0.0781,0.552,0.533,0.0186,kg,0,45BEA46B-47E9-425F-926C-AEB31CB4A09D,KBOB 2022 V4
Gipskartonplatte (KBOB03.008),KBOB2022-03.008-M,,,,MATERIAL,850,523,452,71.7,0.0888,0.0847,0.00409,1.33,1.25,0.0778,0.301,0.283,0.0187,kg,0,38A83C73-92BD-492B-B435-97332A84863E,KBOB 2022 V4
Gips-Wandbauplatte / Vollgipsplatte (KBOB03.016),KBOB2022-03.016-M,,,,MATERIAL,1000,531,459,71.3,0.0322,0.0281,0.00411,1.45,1.37,0.0783,0.317,0.298,0.0185,kg,0,DB2B00A9-DBF6-CA2A-BAC1-9BCCE4E4846A,KBOB 2022 V4
Glasfaserbeton (KBOB03.023),KBOB2022-03.023-M,,,,MATERIAL,0,,,,,,,,,,,,,,,a3868d35-8eaf-47d0-be53-2f7e988a1cce,KBOB 2022 V4
Glasfaserbeton Ecomur (KBOB03.023.01),KBOB2022-03.023.01-M,,,,MATERIAL,2240,1335.9,1300,35.9,0.51092,0.509,0.00192,2.2022,2.15,0.0522,0.8858,0.873,0.0128,kg,0,3c956888-cdbf-42fa-8759-172ed1f7822d,KBOB 2022 V4
Hartsandsteinplatte (KBOB03.009),KBOB2022-03.009-M,,,,MATERIAL,2500,112,69.2,42.5,0.045,0.0428,0.00216,0.275,0.223,0.0526,0.0406,0.0279,0.0127,kg,0,B787C33A-9D88-414E-84DE-3E087E3639ED,KBOB 2022 V4
Kalksteinplatte (KBOB03.017),KBOB2022-03.017-M,,,,MATERIAL,2500,141,98.3,42.5,0.0261,0.0239,0.00216,0.338,0.286,0.0526,0.0736,0.061,0.0127,kg,0,8FE3FD69-2400-4DC4-933B-E91CDE601165,KBOB 2022 V4
Keramik-/Steinzeugplatte (KBOB03.010),KBOB2022-03.010-M,,,,MATERIAL,2600,4100,4060,42.5,0.207,0.205,0.00216,3.72,3.67,0.0526,0.793,0.78,0.0127,kg,0,8B49329A-8573-47FC-8D1A-9F2E4640C4E6,KBOB 2022 V4
Kies gebrochen (KBOB03.011),KBOB2022-03.011-M,,,,MATERIAL,2000,64.8,24.6,40.2,0.00759,0.00538,0.00221,0.0847,0.0321,0.0526,0.0176,0.005,0.0126,kg,0,1300707C-F4F2-4FDC-AF3B-E31F5840F18E,KBOB 2022 V4
Mischgranulat (KBOB03.022),KBOB2022-03.022-M,,,,MATERIAL,2400,41,0.828,40.2,0.00228,0.000065,0.00221,0.053,0.000456,0.0526,0.0133,0.00071,0.0126,kg,0,805e0a9f-a660-4446-b7df-f9c3b43824c2,KBOB 2022 V4
Rundkies (KBOB03.012),KBOB2022-03.012-M,,,,MATERIAL,2000,59.4,19.2,40.2,0.00396,0.00175,0.00221,0.0682,0.0156,0.0526,0.0157,0.00305,0.0126,kg,0,1A0D933D-B136-4441-B98F-6E6FFD1DFDD8,KBOB 2022 V4
Sand (KBOB03.013),KBOB2022-03.013-M,,,,MATERIAL,2000,59.4,19.2,40.2,0.00396,0.00175,0.00221,0.0682,0.0156,0.0526,0.0157,0.00305,0.0126,kg,0,B6F7B71D-25CE-45F6-BA5A-1A786AC69E0B,KBOB 2022 V4
Sanitärkeramik (KBOB03.014),KBOB2022-03.014-M,,,,MATERIAL,2000,4680,4640,42.5,0.355,0.352,0.00216,11.1,11.1,0.0526,2.38,2.37,0.0127,kg,0,A5A3BA1D-7F7F-4677-9E1C-3545B9DF79BA,KBOB 2022 V4
Stampflehm (KBOB03.020),KBOB2022-03.020-M,,,,MATERIAL,2000,80.1,32,48.2,0.00514,0.00487,0.00027,0.0795,0.0745,0.00496,0.0194,0.0183,0.00115,kg,0,D3586070-8058-4A67-BC89-68508822DA21,KBOB 2022 V4
Tonziegel (KBOB03.015),KBOB2022-03.015-M,,,,MATERIAL,1700,514,479,35.6,0.0345,0.0327,0.00189,1.11,1.06,0.052,0.385,0.373,0.0127,kg,0,84E2D4F6-D61F-4EDF-9D13-7DA1543A7887,KBOB 2022 V4
Baukleber/Einbettmörtel mineralisch (KBOB04.008),KBOB2022-04.008-M,,,,MATERIAL,1400,632,590,42.5,0.173,0.171,0.00204,1.53,1.47,0.0524,0.406,0.393,0.0127,kg,0,FA96A840-32DF-4C9A-935F-19037F653A62,KBOB 2022 V4
Baukleber/Einbettmörtel mineralisch Leichtzuschlag (KBOB04.010),KBOB2022-04.010-M,,,,MATERIAL,1100,637,595,42.5,0.152,0.15,0.00204,1.61,1.56,0.0524,0.426,0.414,0.0127,kg,0,985B3DC3-846D-49CE-9067-8F50B4FE70D7,KBOB 2022 V4
Baukleber/Einbettmörtel organisch (KBOB04.002),KBOB2022-04.002-M,,,,MATERIAL,1670,1390,1350,42.5,0.16,0.158,0.00204,4.15,4.09,0.0524,0.777,0.764,0.0127,kg,0,3A9DAB99-F63E-4DC7-9D95-2789F2A46143,KBOB 2022 V4
Gips-Kalk-Putz (KBOB04.017),KBOB2022-04.017-M,,,,MATERIAL,925,251,209,42.5,0.0649,0.0629,0.00204,0.674,0.622,0.0524,0.158,0.145,0.0127,kg,0,BE39AA2B-67C3-4306-AD5D-5261E43D632D,KBOB 2022 V4
Gips-/Weissputz (KBOB04.001),KBOB2022-04.001-M,,,,MATERIAL,1100,241,199,42.5,0.0633,0.0612,0.00204,0.68,0.628,0.0524,0.151,0.138,0.0127,kg,0,76D9CFC6-6174-4644-829E-1020C95D5322,KBOB 2022 V4
Kunststoffputz (Dispersionsputz) (KBOB04.003),KBOB2022-04.003-M,,,,MATERIAL,1540,1740,1700,42.5,0.235,0.233,0.00204,5.2,5.15,0.0524,0.97,0.957,0.0127,kg,0,D4AB5F70-61BE-4668-8A2C-FF1C755A1728,KBOB 2022 V4
Kalk-Zement/Zement-Kalk-Putz (KBOB04.013),KBOB2022-04.013-M,,,,MATERIAL,1550,395,353,42.5,0.135,0.133,0.00204,0.715,0.662,0.0524,0.263,0.251,0.0127,kg,0,9BD4C9E4-4499-4215-9215-2EF12370ACE6,KBOB 2022 V4
Lehmputz (KBOB04.004),KBOB2022-04.004-M,,,,MATERIAL,1800,96.1,53.7,42.5,0.0186,0.0165,0.00204,0.172,0.12,0.0524,0.0322,0.0195,0.0127,kg,0,412F0DEF-2F16-4D81-95CF-2A7394086B28,KBOB 2022 V4
Leichtputz mineralisch (KBOB04.015),KBOB2022-04.015-M,,,,MATERIAL,1000,574,531,42.5,0.163,0.161,0.00204,1.23,1.18,0.0524,0.372,0.36,0.0127,kg,0,A8D1862B-6EEC-48B6-83BC-8EFACE342122,KBOB 2022 V4
Silikatputz (Dispersionssilikatputz) (KBOB04.011),KBOB2022-04.011-M,,,,MATERIAL,1880,1880,1840,42.5,0.275,0.273,0.00204,5.49,5.43,0.0524,1.08,1.07,0.0127,kg,0,868CB13D-7EF0-454B-B4FD-AE2B04538206,KBOB 2022 V4
Silikonharzputz (KBOB04.012),KBOB2022-04.012-M,,,,MATERIAL,1670,2010,1970,42.5,0.357,0.355,0.00204,6.09,6.04,0.0524,1.14,1.13,0.0127,kg,0,324E5DE0-FEB1-49C3-9188-F1AA0E119514,KBOB 2022 V4
Sumpfkalkputz (KBOB04.016),KBOB2022-04.016-M,,,,MATERIAL,1350,745,702,42.5,0.128,0.126,0.00204,1.77,1.72,0.0524,0.51,0.497,0.0127,kg,0,333331BA-98CA-49BD-887A-D65AA4D5B2C4,KBOB 2022 V4
"Unterlagsboden Anhydrit, 60 mm (KBOB04.005)",KBOB2022-04.005-M,,,,MATERIAL,2000,215,172,42.5,0.0316,0.0295,0.00216,0.429,0.376,0.0526,0.0911,0.0784,0.0127,kg,0,3B956811-9D40-452C-BAC2-FBA122630C43,KBOB 2022 V4
"Unterlagsboden Zement, 85 mm (KBOB04.006)",KBOB2022-04.006-M,,,,MATERIAL,1850,206,163,42.5,0.0361,0.034,0.00216,0.231,0.179,0.0526,0.12,0.107,0.0127,kg,0,B0F22D3F-709D-408F-9ACA-1533FA4C7F45,KBOB 2022 V4
Wärmedämmputz EPS (KBOB04.007),KBOB2022-04.007-M,,,,MATERIAL,250,964,921,42.5,0.149,0.146,0.00204,1.79,1.74,0.0524,0.727,0.714,0.0127,kg,0,E68F96C7-984A-47B5-B17C-B2806BD1CF1C,KBOB 2022 V4
Weisszementputz (KBOB04.014),KBOB2022-04.014-M,,,,MATERIAL,1550,507,464,42.5,0.139,0.137,0.00204,0.901,0.848,0.0524,0.353,0.341,0.0127,kg,0,223F00DA-C2D9-4971-879F-F391648A0155,KBOB 2022 V4
Zementputz (KBOB04.009),KBOB2022-04.009-M,,,,MATERIAL,1550,391,348,42.5,0.127,0.125,0.00204,0.654,0.601,0.0524,0.261,0.248,0.0127,kg,0,382D5231-E4CF-42D6-B935-D41BA653E3EE,KBOB 2022 V4
"Fassade, Pfosten-Riegel, Alu/Glas 1 (KBOB05.008)",KBOB2022-05.008-M,,,,MATERIAL,,328000,313000,15500,72.1,71.6,0.479,703,698,5.22,182,169,13.1,m2,0,297C8AF9-6B6F-47A2-9F51-A0D37EFCB892,KBOB 2022 V4
"Fassadenplatte, Aluverbund, 4 mm (KBOB05.022)",KBOB2022-05.022-M,,,,MATERIAL,7.1,74800,66600,8270,23.9,23.8,0.05,192,191,0.87,43.3,35.7,7.65,m2,0,5905B6AD-722F-40CB-9877-57D366B4ABF4,KBOB 2022 V4
"Fassadenplatte, Glasfaserbeton (KBOB05.028)",KBOB2022-05.028-M,,,,MATERIAL,0,,,,,,,,,,,,,,,d3cdab2e-988a-4dcf-a9a9-00bda1cfe0ee,KBOB 2022 V4
"Fassadenplatte, Glasfaserbeton Ecomur, 15mm (KBOB05.028.01)",KBOB2022-05.028.01-M,,,,MATERIAL,33.6,44886,43680,1206,17.166912,17.1024,0.064512,73.99392,72.24,1.75392,29.76288,29.3328,0.43008,m2,0,33d095f4-9d1b-4bbb-bd49-2bc99388facd,KBOB 2022 V4
"Fassadenplatte, Glasfaserbeton Ecomur, 18mm (KBOB05.028.02)",KBOB2022-05.028.02-M,,,,MATERIAL,40.3,53837,52390,1447,20.590076,20.5127,0.077376,88.74866,86.645,2.10366,35.69774,35.1819,0.51584,m2,0,e87386b1-baac-4021-8cdb-e9588c9cfeaa,KBOB 2022 V4
"Fassadenplatte, Hochdrucklaminatplatte (HPL), 8.1 mm (KBOB05.023)",KBOB2022-05.023-M,,,,MATERIAL,11.6,73300,58300,15000,83.7,83.5,0.2,198,195,3.05,45.9,33.3,12.6,m2,3,4722E1EF-E1A5-470C-8310-F4DC0300F7F3,KBOB 2022 V4
"Fassadenplatte, Kalkstein, 30 mm (KBOB05.025)",KBOB2022-05.025-M,,,,MATERIAL,78,11000,7670,3310,2.03,1.87,0.169,26.4,22.3,4.1,5.74,4.75,0.989,m2,0,D4B0ECEB-1E00-4A60-A09E-D631A07E2EE3,KBOB 2022 V4
"Fassadenplatte, Kunststoff glasfaserverstärkt (GFK), 1.6 mm (KBOB05.024)",KBOB2022-05.024-M,,,,MATERIAL,2.4,31700,25700,6000,3.54,3.51,0.0285,75.4,74.7,0.654,22.1,16.6,5.51,m2,0,4BA8E23B-3562-494B-87B2-9D891B313B9B,KBOB 2022 V4
"Fensterrahmen Aluminium 2,5 (KBOB05.004)",KBOB2022-05.004-M,,,,MATERIAL,,246000,230000,16200,77,76.9,0.104,553,551,1.98,132,117,14.9,m2,0,9F6858EE-648D-43AA-A72E-46D8A0B25E11,KBOB 2022 V4
"Fensterrahmen Aluminium, WICLINE 75evo, hergestellt mit Hydro CIRCAL 75R 2,5 (KBOB05.004.01)",KBOB2022-05.004.01-M,,,,MATERIAL,,177000,171000,6240,53.9,53.9,0.0156,193,193,0.48,55.6,49.6,5.98,m2,0,A4A06F21-D291-4225-99D1-EAEAAD11A2A3,KBOB 2022 V4
"Fensterrahmen Holz 2,6 (KBOB05.005)",KBOB2022-05.005-M,,,,MATERIAL,,77700,70600,7120,190,190,0.0349,172,170,1.99,36.2,30.3,5.89,m2,8,E65D5066-3C25-440A-A67B-44AACF067AD5,KBOB 2022 V4
"Fensterrahmen Holz, Saphir integral 67/55, G. Baumgartner AG 2,6 (KBOB05.005.01)",KBOB2022-05.005.01-M,,,,MATERIAL,,59300,55400,3960,114,114,0.0221,139,138,1.23,25.4,22,3.36,m2,4,7fc677ab-2fc6-41f9-a1a0-7524d56ea307,KBOB 2022 V4
"Fensterrahmen Holz-Metall 2,6 (KBOB05.006)",KBOB2022-05.006-M,,,,MATERIAL,,134000,125000,8230,179,179,0.0361,300,298,1.89,65.7,58.6,7.11,m2,6,5D3F1239-2A50-4539-8DEF-341218D0F70A,KBOB 2022 V4
"Fensterrahmen Holz-Metall, Saphir integral 55/55, G. Baumgartner AG 2,6 (KBOB05.006.01)",KBOB2022-05.006.01-M,,,,MATERIAL,,79600,71900,7640,113,113,0.0309,193,191,1.46,38,31.1,6.9,m2,4,11d36a08-6653-4405-bb9e-2dbbd8e71d8e,KBOB 2022 V4
"Fensterrahmen Kunststoff/PVC 2,6 (KBOB05.007)",KBOB2022-05.007-M,,,,MATERIAL,,115000,103000,11800,15.4,14.9,0.483,328,323,5.31,63.4,53.2,10.2,m2,0,84E9C627-DD03-4A9F-AB74-C19202145195,KBOB 2022 V4
"Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 24 mm 3 (KBOB05.001)",KBOB2022-05.001-M,,,,MATERIAL,,70700,65800,4900,10.2,9.97,0.271,167,164,2.66,44.3,40.7,3.6,m2,0,F9C5864D-7143-472A-A4CB-7ED4DC0B447F,KBOB 2022 V4
"Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm 3 (KBOB05.009)",KBOB2022-05.009-M,,,,MATERIAL,,78900,74800,4090,12.8,12.5,0.266,195,192,2.58,48.6,45.7,2.84,m2,0,7785FAA6-5F71-47CC-8753-2694318F593D,KBOB 2022 V4
"Isolierverglasung 2-fach, ESG, Ug-Wert 1.1 W/m2K 3 (KBOB05.010)",KBOB2022-05.010-M,,,,MATERIAL,,86900,82000,4900,18.5,18.2,0.271,216,214,2.66,52.1,48.5,3.6,m2,0,235E295B-72C0-461F-8320-6D07BA2F7021,KBOB 2022 V4
"Isolierverglasung 2-fach, VSG, Ug-Wert 1.1 W/m2K 3 (KBOB05.002)",KBOB2022-05.002-M,,,,MATERIAL,,128000,119000,8730,21.1,20.7,0.414,324,320,4.12,79.3,72.6,6.68,m2,0,7D185B01-5484-4A8B-A8F5-73CB990EE890,KBOB 2022 V4
"Isolierverglasung 2-fach, ESG/VSG, Ug-Wert 1.1 W/m2K 3 (KBOB05.011)",KBOB2022-05.011-M,,,,MATERIAL,,144000,136000,8730,29.4,29,0.414,373,369,4.12,87,80.4,6.68,m2,0,C52C5B31-C765-4594-852A-0894882A8ED1,KBOB 2022 V4
"Isolierverglasung 3-fach, Ug-Wert 0.5 W/m2K, Dicke 36 mm 3 (KBOB05.003)",KBOB2022-05.003-M,,,,MATERIAL,,128000,121000,6830,22.5,22.1,0.403,320,316,3.93,78.3,73.3,4.92,m2,0,43101D99-1D7B-4082-B62D-BF509227B57E,KBOB 2022 V4
"Isolierverglasung 3-fach, Ug-Wert 0.6 W/m2K, Dicke 40 mm 3 (KBOB05.012)",KBOB2022-05.012-M,,,,MATERIAL,,110000,102000,7680,16.1,15.7,0.408,255,251,4.02,67.8,62.1,5.7,m2,0,8C429A3C-65E9-423C-BB08-626C4639C97B,KBOB 2022 V4
"Isolierverglasung 3-fach, ESG/ESG, Ug-Wert 0.6 W/m2K 3 (KBOB05.013)",KBOB2022-05.013-M,,,,MATERIAL,,143000,135000,7680,32.7,32.3,0.408,353,349,4.02,83.3,77.6,5.7,m2,0,D6D60F63-0AC6-4F65-A665-23893EFE55EE,KBOB 2022 V4
"Isolierverglasung 3-fach, ESG/ESG/ESG, Ug-Wert 0.6 W/m2K 3 (KBOB05.014)",KBOB2022-05.014-M,,,,MATERIAL,,159000,151000,7680,40.9,40.5,0.408,402,398,4.02,91.1,85.4,5.7,m2,0,9D1F01AD-FA63-4F98-AFF3-157F4000D8B3,KBOB 2022 V4
"Isolierverglasung 3-fach, VSG, Ug-Wert 0.6 W/m2K 3 (KBOB05.015)",KBOB2022-05.015-M,,,,MATERIAL,,167000,156000,11500,26.9,26.3,0.552,411,406,5.48,103,94,8.78,m2,0,14DFC8C9-C915-43A2-AE52-7B78F5948269,KBOB 2022 V4
"Isolierverglasung 3-fach, ESG/VSG, Ug-Wert 0.6 W/m2K 3 (KBOB05.016)",KBOB2022-05.016-M,,,,MATERIAL,,185000,174000,11500,35.4,34.9,0.552,464,459,5.48,111,103,8.78,m2,0,C17242EF-5C5D-430E-A900-4449A1BC8082,KBOB 2022 V4
Putzträgerplatte kunstharzgebunden 13 mm (KBOB05.020),KBOB2022-05.020-M,,,,MATERIAL,6.3,16600,16400,268,3.58,3.56,0.0136,44.3,43.9,0.331,8.11,8.03,0.0799,m2,0,8A64F51B-96D1-418F-8698-65A2DFC2F6E0,KBOB 2022 V4
Putzträgerplatte mineralisch gebunden 12.5 mm (KBOB05.021),KBOB2022-05.021-M,,,,MATERIAL,14.4,9910,9300,612,2.43,2.4,0.0311,19.1,18.3,0.757,6.31,6.12,0.183,m2,0,A2E56139-B17E-48D2-AA28-1FBBBDE730B0,KBOB 2022 V4
"Rahmenverbreiterung, PVC (KBOB05.026)",KBOB2022-05.026-M,,,,MATERIAL,15,99700,66500,33300,41.8,40.8,1.03,306,294,12.5,69.7,39.5,30.1,m2,1,bbb96c85-8f12-4104-b774-2203f3d542e6,KBOB 2022 V4
"Rahmenverbreiterung, Spanplatte (KBOB05.027)",KBOB2022-05.027-M,,,,MATERIAL,17.8,43500,35900,7590,94.4,94.2,0.12,124,121,3.52,26.1,19.5,6.59,m2,7,9430b1e1-54b2-4105-8516-8c4ae46612d8,KBOB 2022 V4
"Sonnenschutz, Ausstellstoren motorisiert 4 (KBOB05.018)",KBOB2022-05.018-M,,,,MATERIAL,,150000,148000,2110,35.4,35.4,0.0287,283,282,0.542,67.8,65.9,1.91,m2,0,E236578E-CD94-4A5B-8102-258340AD9D3E,KBOB 2022 V4
"Sonnenschutz, Lamellenstoren motorisiert 4 (KBOB05.017)",KBOB2022-05.017-M,,,,MATERIAL,,133000,131000,1620,31.9,31.9,0.0251,249,248,0.433,59.9,58.5,1.47,m2,0,9E4B8BDA-989A-484D-BFB1-E6CB90491CC4,KBOB 2022 V4
"Sonnenschutz, Rollladen motorisiert 4 (KBOB05.019)",KBOB2022-05.019-M,,,,MATERIAL,,168000,167000,799,43.9,43.9,0.0213,313,313,0.406,74.7,74,0.694,m2,0,D69BFDA2-373D-4794-BF31-42FAD621E4FB,KBOB 2022 V4
"Aluminiumblech, blank (KBOB06.001)",KBOB2022-06.001-M,,,,MATERIAL,2690,12500,12500,19.8,5.22,5.22,0.000771,24.8,24.8,0.0314,5.58,5.57,0.00792,kg,0,122994E0-6AE3-48F8-97C2-633125609F3E,KBOB 2022 V4
