Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath,vyzn.catalogue.lifeCycle
"91.052 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)","91.052 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,63,,,0.01,,,0.09,,,0.039,,,kg,,,ab405cb5-781c-478d-ba5c-a69c699e0dcb,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.053 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)","91.053 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,63,,,0.01,,,0.09,,,0.039,,,kg,,,dd05cdef-42e4-435d-ad3e-a995129aa16f,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.054 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)","91.054 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,63,,,0.01,,,0.09,,,0.039,,,kg,,,3e47bffc-9b96-426f-a1ce-df95c97d3927,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.054.01 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)","91.054.01 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,63,,,0.01,,,0.09,,,0.039,,,kg,,,7954238c-6340-4d1d-abd2-f20ca491d8a7,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.055 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)","91.055 Entsorgung, Holz und Holzwerkstoffe, Massivholz (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,63,,,0.01,,,0.09,,,0.039,,,kg,,,986f6924-563e-45e3-88fd-c0e1077dfc13,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.056 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)","91.056 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,106,,,0.01,,,0.10,,,0.080,,,kg,,,24661f49-326f-4468-a418-3eb02ae57034,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.057 Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden (KBOB.2022v5)","91.057 Entsorgung, Spanplatte, 10% Bindemittel, 3.5% MF-gebunden (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,122,,,0.01,,,0.10,,,0.095,,,kg,,,f7057476-7245-4741-9b6a-f613434e0a50,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.058 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)","91.058 Entsorgung, Spanplatte, 10% Bindemittel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,106,,,0.01,,,0.10,,,0.080,,,kg,,,24661f49-326f-4468-a418-3eb02ae57034,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.059 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.059 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.060 Entsorgung, Beton (KBOB.2022v5)","91.060 Entsorgung, Beton (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,36,,,0.00,,,0.05,,,0.013,,,kg,,,23800a6e-e765-44ac-bb0c-4514d6ba9236,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.061 Entsorgung, Beton (KBOB.2022v5)","91.061 Entsorgung, Beton (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,36,,,0.00,,,0.05,,,0.013,,,kg,,,23800a6e-e765-44ac-bb0c-4514d6ba9236,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.062 Entsorgung, Kies und Sand (KBOB.2022v5)","91.062 Entsorgung, Kies und Sand (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,40,,,0.00,,,0.05,,,0.013,,,kg,,,7b2d5397-4e21-452a-966e-c66b19a7ebbf,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.063 Entsorgung, Gipsfaserplatte (KBOB.2022v5)","91.063 Entsorgung, Gipsfaserplatte (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,72,,,0.00,,,0.08,,,0.019,,,kg,,,baca1d8d-2a52-4a93-8409-2dd825684fd0,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.064 Entsorgung, Gipskartonplatte (KBOB.2022v5)","91.064 Entsorgung, Gipskartonplatte (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,72,,,0.00,,,0.08,,,0.019,,,kg,,,2980d04b-3389-4dbc-8209-8b86f5e275dd,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.065 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.065 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.066 Entsorgung, Mörtel, Putze (KBOB.2022v5)","91.066 Entsorgung, Mörtel, Putze (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,93a5e8bf-109a-4202-a206-d1cb0a850cfa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.067 Entsorgung, Mörtel, Putze (KBOB.2022v5)","91.067 Entsorgung, Mörtel, Putze (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,93a5e8bf-109a-4202-a206-d1cb0a850cfa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.068 Entsorgung, Kies und Sand (KBOB.2022v5)","91.068 Entsorgung, Kies und Sand (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,40,,,0.00,,,0.05,,,0.013,,,kg,,,7b2d5397-4e21-452a-966e-c66b19a7ebbf,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.069 Entsorgung, Gips-Wandbauplatte / Vollgipsplatte (KBOB.2022v5)","91.069 Entsorgung, Gips-Wandbauplatte / Vollgipsplatte (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,71,,,0.00,,,0.08,,,0.019,,,kg,,,273ab3a7-dc7e-496d-b68c-2d92694a5e7b,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.070 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.070 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.071 Entsorgung, GFK-Fassadenplatte (KBOB.2022v5)","91.071 Entsorgung, GFK-Fassadenplatte (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2500,,,0.01,,,0.27,,,2.290,,,kg,,,b71a32c8-15e4-4141-bfe5-557c74f8431e,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.073 Entsorgungsmix, Hanfbeton (KBOB.2022v5)","91.073 Entsorgungsmix, Hanfbeton (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2,,,0.00,,,0.00,,,0.000,,,kg,,,fd62007b-148f-478e-af3f-45fed95d9c95,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.074 Entsorgung, Baugrubensicherung, Bohrpfahlwand, gespriesst (KBOB.2022v5)","91.074 Entsorgung, Baugrubensicherung, Bohrpfahlwand, gespriesst (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,167000,,,9.21,,,248.00,,,60.500,,,m2,,,5feb171f-fb93-4ae9-9606-ade610366f9c,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.075 Entsorgung, Baugrubensicherung, Bohrpfahlwand, unverankert (KBOB.2022v5)","91.075 Entsorgung, Baugrubensicherung, Bohrpfahlwand, unverankert (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,167000,,,9.21,,,248.00,,,60.500,,,m2,,,a9fa5556-e923-4f8c-8562-e1a2e217b120,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.076 Entsorgung, Baugrubensicherung, Bohrpfahlwand, verankert (KBOB.2022v5)","91.076 Entsorgung, Baugrubensicherung, Bohrpfahlwand, verankert (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,111000,,,6.08,,,164.00,,,40.000,,,m2,,,e0407a08-2358-4f18-abb5-9359623f8521,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.077 Entsorgung, Baugrubensicherung, Nagelwand (KBOB.2022v5)","91.077 Entsorgung, Baugrubensicherung, Nagelwand (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,24300,,,1.34,,,35.90,,,8.780,,,m2,,,9e9e12a4-91ba-448f-8420-68dcd9cb43af,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.078 Entsorgung, Baugrubensicherung, Rühlwand, auskragend (KBOB.2022v5)","91.078 Entsorgung, Baugrubensicherung, Rühlwand, auskragend (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,39000,,,2.17,,,57.60,,,14.200,,,m2,,,c63d45fe-fa9f-4783-be81-2f678bfa1209,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.079 Entsorgung, Baugrubensicherung, Rühlwand, gespriesst (KBOB.2022v5)","91.079 Entsorgung, Baugrubensicherung, Rühlwand, gespriesst (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,22800,,,1.26,,,33.80,,,8.260,,,m2,,,682e72b9-5360-4879-a1da-b3daf3f60eb3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.080 Entsorgung, Baugrubensicherung, Rühlwand, verankert (KBOB.2022v5)","91.080 Entsorgung, Baugrubensicherung, Rühlwand, verankert (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,26400,,,1.45,,,39.00,,,9.540,,,m2,,,b0c410a0-4c6c-4713-bffd-81c6ae5a70ae,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.081 Entsorgung, Baugrubensicherung, Schlitzwand, 400mm (KBOB.2022v5)","91.081 Entsorgung, Baugrubensicherung, Schlitzwand, 400mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,84200,,,4.63,,,124.00,,,30.300,,,m2,,,ad48cbe8-45f5-4b3f-8ad1-30b82c66a724,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.082 Entsorgung, Baugrubensicherung, Schlitzwand, 800mm (KBOB.2022v5)","91.082 Entsorgung, Baugrubensicherung, Schlitzwand, 800mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,166000,,,9.13,,,245.00,,,59.900,,,m2,,,cdee8745-0ef3-4ea7-ae6a-3b43b90438c3,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.083 Entsorgung, Baugrubensicherung, Spundwand, auskragend (KBOB.2022v5)","91.083 Entsorgung, Baugrubensicherung, Spundwand, auskragend (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,1690,,,0.09,,,4.16,,,1.060,,,m2,,,08044c3f-ac5f-46c1-9102-332b17c5a007,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.084 Entsorgung, Baugrubensicherung, Spundwand, gespriesst (KBOB.2022v5)","91.084 Entsorgung, Baugrubensicherung, Spundwand, gespriesst (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,926,,,0.05,,,2.28,,,0.580,,,m2,,,3349bf62-de58-42dd-9789-e719d7f794c7,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.085 Entsorgung, Baugrubensicherung, Spundwand, verankert (KBOB.2022v5)","91.085 Entsorgung, Baugrubensicherung, Spundwand, verankert (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,5450,,,0.30,,,10.00,,,2.490,,,m2,,,f160a202-597d-4644-9fc3-26ddac9bdacd,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.086 Entsorgung, Tiefgründung, Mikrobohrpfahl (KBOB.2022v5)","91.086 Entsorgung, Tiefgründung, Mikrobohrpfahl (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,81a359c4-b208-4e5d-9958-b24b6dea0eef,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.087 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 700 mm (KBOB.2022v5)","91.087 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 700 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,82e5cfa1-3a50-4ae4-ac65-8e990536633d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.088 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 900 mm (KBOB.2022v5)","91.088 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 900 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,982fa366-70c1-4b05-9ec8-76533c8a9fe1,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.089 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 1200 mm (KBOB.2022v5)","91.089 Entsorgung, Tiefgründung, Ortbetonbohrpfahl, 1200 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,e225d4b1-626a-40cc-818d-76456a2e9133,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.090 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 560/480 mm (KBOB.2022v5)","91.090 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 560/480 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,7d83892b-a870-485c-a12c-efb869530785,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.091 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 660/580 mm (KBOB.2022v5)","91.091 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 660/580 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,646af472-6029-4bfb-9c36-ab2c14ccf87d,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.092 Entsorgung, Tiefgründung, Rüttelstopfsäule (KBOB.2022v5)","91.092 Entsorgung, Tiefgründung, Rüttelstopfsäule (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,5f505161-d8d3-470b-a6d1-63278715ee40,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.093 Entsorgung, Tiefgründung, Vorgefertigter Betonpfahl (KBOB.2022v5)","91.093 Entsorgung, Tiefgründung, Vorgefertigter Betonpfahl (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m,,,7b9f2135-d271-44e9-bbda-592ff42c6e43,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.094 Entsorgung, Wasserhaltung, Pumphöhe 2.5 m (KBOB.2022v5)","91.094 Entsorgung, Wasserhaltung, Pumphöhe 2.5 m (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m3,,,478c9d7e-ec47-44d4-a0d4-24f248b0de9a,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.095 Entsorgung, Wasserhaltung, Pumphöhe 5 m (KBOB.2022v5)","91.095 Entsorgung, Wasserhaltung, Pumphöhe 5 m (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m3,,,7ca08c00-8499-4067-84bb-a846dfd02252,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.096 Entsorgung, Wasserhaltung, Pumphöhe 7.5 m (KBOB.2022v5)","91.096 Entsorgung, Wasserhaltung, Pumphöhe 7.5 m (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m3,,,ca1acbbd-ce70-4794-befe-b0396a762735,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.097 Entsorgung, Wasserhaltung, Pumphöhe 10 m (KBOB.2022v5)","91.097 Entsorgung, Wasserhaltung, Pumphöhe 10 m (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,,0.00,,,0.00,,,0.000,,,m3,,,bd66de9c-f8a8-43c7-8ec9-630d9f95eaa2,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.098 Entsorgung, Mörtel, Putze (KBOB.2022v5)","91.098 Entsorgung, Mörtel, Putze (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,93a5e8bf-109a-4202-a206-d1cb0a850cfa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.099 Entsorgung, Mörtel, Putze (KBOB.2022v5)","91.099 Entsorgung, Mörtel, Putze (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,93a5e8bf-109a-4202-a206-d1cb0a850cfa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.100 Entsorgung, Mörtel, Putze (KBOB.2022v5)","91.100 Entsorgung, Mörtel, Putze (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,93a5e8bf-109a-4202-a206-d1cb0a850cfa,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.101 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.101 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.102 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)","91.102 Entsorgung, Baumaterialien, mineralisch, unspezifisch (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,43,,,0.00,,,0.05,,,0.013,,,kg,,,4d884042-c49f-4e3d-956e-c7dba78e4558,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.103 Entsorgung, Fassadenplatte, Aluverbund, 4 mm (KBOB.2022v5)","91.103 Entsorgung, Fassadenplatte, Aluverbund, 4 mm (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,8270,,,0.05,,,0.87,,,7.650,,,m2,,,a2152355-16b7-4e33-997d-b9c7520a5360,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.104 Entsorgung, Sonnenschutz, Ausstellstoren motorisiert (KBOB.2022v5)","91.104 Entsorgung, Sonnenschutz, Ausstellstoren motorisiert (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2110,,,0.03,,,0.54,,,1.910,,,m2,,,14c17dd3-c748-4c9f-b1c1-3b69c44ebe37,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
"91.105 Entsorgung, Gebäude, Fensterrahmen, Aluminium (KBOB.2022v5)","91.105 Entsorgung, Gebäude, Fensterrahmen, Aluminium (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,16200,,,0.11,,,1.98,,,14.900,,,m2,,,fe8c885f-217a-4c9a-a4d5-248da90ff7fe,KBOB 2022v5,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5,
